X,Y,Name,description,Layer,SubClasses,ExtendedEntity,Linetype,EntityHandle,Text
21.089014122031,48.8113191095314,,,VN_PB,AcDbEntity:AcDbPoint,,,133,
21.3566814570351,48.739620263285,,,VN_PB,AcDbEntity:AcDbPoint,,,134,
21.4334076842015,48.8463171994553,,,VN_PB,AcDbEntity:AcDbPoint,,,135,
21.3052036649554,48.6125115936872,,,VN_PB,AcDbEntity:AcDbPoint,,,136,
21.4463471035606,48.5954370950743,,,VN_PB,AcDbEntity:AcDbPoint,,,137,
21.5103937046569,48.748977614976,,,VN_PB,AcDbEntity:AcDbPoint,,,138,
21.4867041410674,48.6311379924904,,,VN_PB,AcDbEntity:AcDbPoint,,,139,
21.4433138720128,48.7360731592969,,,VN_PB,AcDbEntity:AcDbPoint,,,13A,
21.508496050819,48.6344905925087,,,VN_PB,AcDbEntity:AcDbPoint,,,13B,
21.2959075976238,48.5986712397655,,,VN_PB,AcDbEntity:AcDbPoint,,,13C,
21.4341259789601,48.6760601750064,,,VN_PB,AcDbEntity:AcDbPoint,,,13D,
21.4331815857937,48.7339060517959,,,VN_PB,AcDbEntity:AcDbPoint,,,13E,
21.3503089096322,48.763972885523,,,VN_PB,AcDbEntity:AcDbPoint,,,13F,
21.4860204182768,48.7801310175871,,,VN_PB,AcDbEntity:AcDbPoint,,,140,
21.5072955706249,48.6461906985554,,,VN_PB,AcDbEntity:AcDbPoint,,,141,
21.4424856304167,48.742341803073,,,VN_PB,AcDbEntity:AcDbPoint,,,142,
21.2152831437832,48.8146498634643,,,VN_PB,AcDbEntity:AcDbPoint,,,143,
21.510606306624,48.7451163100056,,,VN_PB,AcDbEntity:AcDbPoint,,,144,
21.4401169174076,48.6893581189229,,,VN_PB,AcDbEntity:AcDbPoint,,,145,
21.1152600072334,48.7964756028451,,,VN_PB,AcDbEntity:AcDbPoint,,,146,
21.4609825025403,48.8456116784775,,,VN_PB,AcDbEntity:AcDbPoint,,,147,
21.2176873000244,48.8484423499775,,,VN_PB,AcDbEntity:AcDbPoint,,,148,
21.3367629450787,48.5706989609643,,,VN_PB,AcDbEntity:AcDbPoint,,,149,
21.3500251727122,48.5666570192546,,,VN_PB,AcDbEntity:AcDbPoint,,,14A,
21.4326218490233,48.8100270107539,,,VN_PB,AcDbEntity:AcDbPoint,,,14B,
21.3066455806254,48.607080775797,,,VN_PB,AcDbEntity:AcDbPoint,,,14C,
21.3325519153445,48.6033718005129,,,VN_PB,AcDbEntity:AcDbPoint,,,14D,
21.243854465718,48.7963371179233,,,VN_PB,AcDbEntity:AcDbPoint,,,14E,
21.3437381371926,48.7915810960612,,,VN_PB,AcDbEntity:AcDbPoint,,,14F,
21.3202351330678,48.8098769442183,,,VN_PB,AcDbEntity:AcDbPoint,,,150,
21.3394779324738,48.5650689710696,,,VN_PB,AcDbEntity:AcDbPoint,,,151,
21.0614076479321,48.8150212033212,,,VN_PB,AcDbEntity:AcDbPoint,,,152,
21.2965593652669,48.7403055688876,,,VN_PB,AcDbEntity:AcDbPoint,,,153,
21.3155569971169,48.6198326215351,,,VN_PB,AcDbEntity:AcDbPoint,,,154,
21.3888553918248,48.6599334093502,,,VN_PB,AcDbEntity:AcDbPoint,,,155,
21.3036353473752,48.6615884302444,,,VN_PB,AcDbEntity:AcDbPoint,,,156,
21.5260579671681,48.6195700202325,,,VN_PB,AcDbEntity:AcDbPoint,,,157,
21.3556261682101,48.738733861516,,,VN_PB,AcDbEntity:AcDbPoint,,,158,
21.462680717411,48.5998265347409,,,VN_PB,AcDbEntity:AcDbPoint,,,159,
21.4102651763104,48.7426209174822,,,VN_PB,AcDbEntity:AcDbPoint,,,15A,
21.3488208412128,48.6763816578216,,,VN_PB,AcDbEntity:AcDbPoint,,,15B,
21.5130425295786,48.6372979176217,,,VN_PB,AcDbEntity:AcDbPoint,,,15C,
21.4803333228658,48.640530126472,,,VN_PB,AcDbEntity:AcDbPoint,,,15D,
21.3087124662609,48.6549131569734,,,VN_PB,AcDbEntity:AcDbPoint,,,15E,
21.1225221787323,48.7907816581116,,,VN_PB,AcDbEntity:AcDbPoint,,,15F,
21.4196711962788,48.7332975261294,,,VN_PB,AcDbEntity:AcDbPoint,,,160,
21.3889905657857,48.8600093897883,,,VN_PB,AcDbEntity:AcDbPoint,,,161,
21.4101072231428,48.7430937246239,,,VN_PB,AcDbEntity:AcDbPoint,,,162,
21.396896718064,48.6608332278775,,,VN_PB,AcDbEntity:AcDbPoint,,,163,
21.4896062704094,48.8516409750892,,,VN_PB,AcDbEntity:AcDbPoint,,,164,
21.4102916454233,48.6635164045611,,,VN_PB,AcDbEntity:AcDbPoint,,,165,
21.3395910055304,48.7875610032517,,,VN_PB,AcDbEntity:AcDbPoint,,,166,
21.2279706705285,48.8511283683264,,,VN_PB,AcDbEntity:AcDbPoint,,,167,
21.4284248888114,48.7304458819937,,,VN_PB,AcDbEntity:AcDbPoint,,,168,
21.5227212738457,48.7552137374628,,,VN_PB,AcDbEntity:AcDbPoint,,,169,
21.2368276002188,48.8188223588395,,,VN_PB,AcDbEntity:AcDbPoint,,,16A,
21.2521764987002,48.7965135178232,,,VN_PB,AcDbEntity:AcDbPoint,,,16B,
